NDVI,GNDVI,NDRE,DryYield
0.68899,0.80538,0.58463,434.3677
0.68899,0.80538,0.58463,376.6633
0.69371,0.80626,0.58528,406.4678
0.69007,0.80175,0.58284,433.3697
0.68991,0.80101,0.57851,369.2302
0.68991,0.80101,0.57851,448.2886
0.69282,0.80776,0.58505,365.657
0.68919,0.80632,0.58633,392.9858
0.69055,0.80469,0.58514,386.4872
0.69055,0.80469,0.58514,337.0714
0.69716,0.80484,0.59117,356.4841
0.6836,0.79414,0.56988,330.1406
0.69126,0.7942,0.57667,384.1053
0.69126,0.7942,0.57667,343.1345
0.69322,0.7907,0.57968,328.0628
0.69453,0.80131,0.58136,363.5878
0.70546,0.79888,0.59106,362.6253
0.70546,0.79888,0.59106,366.2684
0.70787,0.80006,0.59765,377.2638
0.71459,0.80373,0.59764,373.5662
0.72302,0.81703,0.60282,422.1962
0.72302,0.81703,0.60282,381.8461
0.72137,0.80871,0.59589,355.7715
0.72834,0.8113,0.59981,397.9498
0.71801,0.81215,0.6043,361.8563
0.71801,0.81215,0.6043,381.8048
0.71338,0.80418,0.59232,298.864
0.70119,0.80343,0.58803,351.9226
0.70276,0.80427,0.58773,419.9062
0.70276,0.80427,0.58773,374.588
0.70309,0.80792,0.57772,404.7943
0.69569,0.80085,0.57698,308.4671
0.70194,0.79801,0.56957,245.5402
0.67508,0.79371,0.57482,423.0151
0.67508,0.79371,0.57482,522.5934
0.67883,0.79704,0.57317,385.3024
0.67578,0.79498,0.58053,390.0601
0.67525,0.79538,0.57931,388.6328
0.67525,0.79538,0.57931,379.9227
0.66947,0.79087,0.58132,483.2848
0.67148,0.79447,0.57807,366.2358
0.67225,0.79457,0.57181,428.3209
0.67225,0.79457,0.57181,327.6862
0.66892,0.79419,0.57408,399.334
0.66478,0.79573,0.57234,368.3861
0.6815,0.80204,0.57898,423.2401
0.6815,0.80204,0.57898,413.8844
0.68069,0.79577,0.58487,444.3893
0.67726,0.79588,0.5841,378.4247
0.68389,0.80349,0.58905,418.5109
0.68389,0.80349,0.58905,365.1611
0.68436,0.80309,0.58733,431.537
0.68776,0.80343,0.58856,357.7367
0.68948,0.80607,0.59245,409.6996
0.68948,0.80607,0.59245,387.9464
0.68921,0.80634,0.58635,423.0998
0.69612,0.80757,0.59266,395.7203
0.69813,0.80402,0.59583,427.3179
0.68748,0.80571,0.5883,428.5717
0.68748,0.80571,0.5883,396.8129
0.68762,0.8067,0.59404,446.6826
0.69566,0.80641,0.59646,396.2902
0.69458,0.80718,0.58853,440.8596
0.69458,0.80718,0.58853,322.6994
0.69286,0.81006,0.58992,436.7956
0.69986,0.81129,0.59596,384.388
0.69877,0.80947,0.59752,428.5781
0.69877,0.80947,0.59752,418.633
0.70054,0.80398,0.60462,431.06
0.70338,0.80422,0.60411,407.3616
0.70275,0.81048,0.60223,396.1429
0.70275,0.81048,0.60223,459.5133
0.69361,0.80658,0.59599,405.5042
0.68464,0.801,0.58649,382.4051
0.69434,0.80321,0.59341,391.0881
0.69434,0.80321,0.59341,419.375
0.70288,0.81214,0.60235,474.2091
0.70005,0.80686,0.59938,424.7965
0.70534,0.81349,0.60692,468.6297
0.70534,0.81349,0.60692,368.4465
0.7034,0.81134,0.60389,417.4441
0.6936,0.80405,0.59253,382.695
0.69426,0.80666,0.59038,444.0317
0.69426,0.80666,0.59038,416.841
0.69044,0.80385,0.59256,429.0823
0.68643,0.80403,0.59289,427.5686
0.68223,0.80181,0.58884,429.8386
0.68223,0.80181,0.58884,399.029
0.67883,0.8012,0.58874,407.8467
0.69556,0.81078,0.59866,452.6964
0.69862,0.8024,0.59782,398.2288
0.69862,0.8024,0.59782,432.3625
0.69965,0.81581,0.60112,404.6743
0.69361,0.80975,0.59763,421.8404
0.68616,0.79771,0.60557,392.1586
0.68616,0.79771,0.60557,383.2858
0.69485,0.79847,0.61762,379.9248
0.72271,0.80889,0.5378,393.3585
0.69025,0.76099,0.50744,324.9406
0.69496,0.80508,0.5971,521.3782
0.68799,0.79606,0.5873,502.2819
0.68799,0.79606,0.5873,425.0486
0.6781,0.79527,0.5761,415.7357
0.67505,0.80118,0.57916,326.3199
0.67898,0.7946,0.58148,416.318
0.67898,0.7946,0.58148,360.4844
0.68342,0.79508,0.58235,382.5849
0.67875,0.79718,0.58025,381.1309
0.68249,0.80309,0.57741,444.5768
0.68249,0.80309,0.57741,382.6131
0.68748,0.80412,0.58419,402.3326
0.68261,0.79687,0.58729,386.2194
0.68694,0.79413,0.58577,382.599
0.68694,0.79413,0.58577,405.4601
0.69101,0.79275,0.58514,377.4025
0.68149,0.79685,0.56898,380.644
0.68722,0.79918,0.5733,378.041
0.68722,0.79918,0.5733,392.9024
0.69139,0.79437,0.57619,308.9433
0.6837,0.79524,0.57683,398.0922
0.68876,0.79163,0.58539,358.5701
0.68876,0.79163,0.58539,361.9577
0.69157,0.79451,0.58778,336.4402
0.69976,0.79693,0.58903,365.2226
0.72136,0.81304,0.60655,353.5552
0.72136,0.81304,0.60655,348.8783
0.71695,0.80687,0.60077,332.2386
0.70817,0.80352,0.5928,321.2141
0.70172,0.80011,0.5958,297.7628
0.70172,0.80011,0.5958,392.0817
0.69895,0.79326,0.58538,316.1646
0.70148,0.80335,0.59524,340.1161
0.6936,0.7917,0.58864,322.5385
0.6936,0.7917,0.58864,330.6639
0.68785,0.78918,0.57793,366.3063
0.68723,0.78592,0.57486,240.2329
0.67508,0.79371,0.57482,352.3527
0.67508,0.79371,0.57482,318.3029
0.67883,0.79704,0.57317,391.7318
0.67578,0.79498,0.58053,399.6292
0.67525,0.79538,0.57931,476.6225
0.67525,0.79538,0.57931,389.1005
0.66947,0.79087,0.58132,382.6115
0.67148,0.79447,0.57807,345.0202
0.67225,0.79457,0.57181,422.796
0.67225,0.79457,0.57181,338.8592
0.66892,0.79419,0.57408,424.309
0.66478,0.79573,0.57234,419.0399
0.6815,0.80204,0.57898,420.6593
0.6815,0.80204,0.57898,423.59
0.68069,0.79577,0.58487,405.9776
0.67726,0.79588,0.5841,418.7881
0.68389,0.80349,0.58905,406.9594
0.68389,0.80349,0.58905,376.1152
0.68436,0.80309,0.58733,359.1095
0.68776,0.80343,0.58856,374.1194
0.68948,0.80607,0.59245,379.2686
0.68921,0.80634,0.58635,454.7091
0.68921,0.80634,0.58635,357.9204
0.69612,0.80757,0.59266,452.163
0.69813,0.80402,0.59583,418.088
0.68748,0.80571,0.5883,425.0177
0.68748,0.80571,0.5883,386.1703
0.68762,0.8067,0.59404,407.2887
0.69566,0.80641,0.59646,472.611
0.69458,0.80718,0.58853,405.5092
0.69458,0.80718,0.58853,498.6967
0.69286,0.81006,0.58992,445.1176
0.69137,0.80519,0.59105,416.2881
0.69644,0.80367,0.59505,396.2498
0.69644,0.80367,0.59505,423.4877
0.70588,0.80577,0.60661,372.0655
0.70714,0.81061,0.60113,484.0117
0.70209,0.81615,0.60883,449.0151
0.70209,0.81615,0.60883,426.3218
0.7003,0.80284,0.60258,411.1324
0.69231,0.80139,0.59077,427.3445
0.69463,0.80207,0.59482,377.6083
0.69463,0.80207,0.59482,410.5237
0.7013,0.80794,0.59634,453.7142
0.70071,0.81035,0.59501,425.2415
0.70354,0.80903,0.60102,440.9723
0.70354,0.80903,0.60102,416.5685
0.70256,0.81078,0.59742,387.5732
0.69261,0.8062,0.58741,434.5194
0.69648,0.80547,0.59109,455.4181
0.69648,0.80547,0.59109,382.6803
0.69244,0.80197,0.58875,484.9574
0.69299,0.80697,0.59004,429.749
0.68799,0.80924,0.58901,506.0174
0.68799,0.80924,0.58901,427.3439
0.68366,0.8041,0.58944,444.4481
0.69785,0.80726,0.59518,390.1373
0.70646,0.80585,0.59549,447.1434
0.70646,0.80585,0.59549,363.4693
0.69464,0.803,0.59775,386.9879
0.68569,0.80674,0.59012,396.0746
0.69167,0.79699,0.58966,434.5596
0.69167,0.79699,0.58966,397.8808
0.69711,0.80212,0.60886,371.7543
0.7266,0.81016,0.54955,539.1859
0.63897,0.77526,0.54831,331.872
0.57259,0.69387,0.55416,201.0167
0.67393,0.78896,0.56804,311.8452
0.68063,0.79384,0.56564,421.5283
0.68063,0.79384,0.56564,336.5378
0.67745,0.78569,0.57995,412.3794
0.67514,0.7851,0.57711,417.0568
0.68188,0.79192,0.58169,402.2919
0.68188,0.79192,0.58169,376.3819
0.67884,0.79724,0.58364,413.203
0.67438,0.79557,0.58117,350.536
0.67789,0.79631,0.57864,417.7066
0.67789,0.79631,0.57864,360.9294
0.68144,0.79692,0.5795,439.5624
0.67874,0.79296,0.58468,380.9085
0.67954,0.79193,0.57797,436.1441
0.67954,0.79193,0.57797,412.3098
0.67993,0.79696,0.57269,358.2271
0.67305,0.79565,0.56857,379.6317
0.68224,0.7964,0.57769,365.7405
0.68224,0.7964,0.57769,407.9101
0.69319,0.79063,0.57477,360.3254
0.68407,0.79673,0.57831,371.8563
0.68117,0.79879,0.57759,345.1646
0.68117,0.79879,0.57759,347.2713
0.68176,0.7945,0.5726,335.9839
0.6944,0.79648,0.57812,333.01
0.7013,0.79933,0.58701,372.3214
0.7013,0.79933,0.58701,319.6368
0.69359,0.79407,0.57882,373.7689
0.69718,0.79561,0.58342,371.1744
0.69683,0.79513,0.58292,363.918
0.69683,0.79513,0.58292,311.7455
0.68602,0.79508,0.57548,357.9723
0.69198,0.79431,0.5861,340.7819
0.68322,0.79304,0.57565,377.3359
0.68322,0.79304,0.57565,302.4293
0.68099,0.78857,0.57168,458.3005
0.68257,0.78194,0.57254,333.6089
0.68891,0.78327,0.55954,365.6678
0.67765,0.79021,0.57515,323.2369
0.67765,0.79021,0.57515,341.2709
0.67911,0.79619,0.57061,324.7642
0.67536,0.78976,0.57886,418.6174
0.67368,0.79387,0.57853,425.6039
0.67368,0.79387,0.57853,354.0461
0.67823,0.79742,0.58342,435.7785
0.67753,0.80042,0.58199,440.4727
0.67066,0.79571,0.56986,466.3492
0.67066,0.79571,0.56986,365.9521
0.67828,0.79358,0.57397,372.4531
0.66859,0.79201,0.56656,393.3166
0.68126,0.80482,0.57809,499.6277
0.68126,0.80482,0.57809,405.1948
0.68225,0.80585,0.58563,446.9729
0.68339,0.79815,0.5853,412.7515
0.6921,0.79714,0.59287,455.0376
0.6843,0.79922,0.5878,283.2928
0.68689,0.80066,0.59041,294.8302
0.68444,0.80584,0.58743,421.9447
0.68444,0.80584,0.58743,423.2075
0.68973,0.79784,0.59224,464.3252
0.69442,0.7961,0.58999,452.5095
0.68912,0.79677,0.58744,367.6996
0.68912,0.79677,0.58744,405.7064
0.68873,0.81057,0.59425,407.3439
0.69381,0.80237,0.59297,431.5452
0.69764,0.80371,0.59002,380.206
0.69764,0.80371,0.59002,383.8784
0.69193,0.80228,0.59225,357.2573
0.6918,0.79831,0.5939,414.6265
0.70421,0.80304,0.59959,465.2251
0.70421,0.80304,0.59959,392.6628
0.70631,0.80355,0.6054,444.9854
0.70643,0.80413,0.60083,477.8172
0.70962,0.81307,0.6108,445.0537
0.70962,0.81307,0.6108,418.633
0.70828,0.80231,0.60441,404.2215
0.70404,0.80732,0.59687,439.3526
0.70436,0.79727,0.59727,366.9716
0.70436,0.79727,0.59727,404.785
0.70278,0.80315,0.59706,374.3331
0.70106,0.80526,0.59428,434.7862
0.70106,0.80892,0.60082,423.474
0.70106,0.80892,0.60082,486.3011
0.70097,0.80938,0.5948,403.8772
0.68886,0.79789,0.58511,416.957
0.69492,0.8058,0.59269,395.8895
0.69492,0.8058,0.59269,420.3998
0.69685,0.80818,0.59429,378.3608
0.69359,0.80576,0.59079,430.9225
0.68671,0.80755,0.58684,354.078
0.68671,0.80755,0.58684,448.1867
0.68331,0.80854,0.59072,413.4743
0.686,0.80459,0.59025,423.2759
0.70071,0.80741,0.59352,427.0969
0.70071,0.80741,0.59352,423.5512
0.70242,0.80121,0.59827,405.4757
0.68976,0.799,0.59054,387.932
0.68598,0.80769,0.59073,446.4603
0.69148,0.81062,0.59918,374.117
0.69148,0.81062,0.59918,468.9527
0.7189,0.82079,0.54083,441.0165
0.65544,0.78008,0.55515,414.5872
0.61865,0.71269,0.54857,343.6821
0.68157,0.78139,0.56913,289.0319
0.67429,0.78306,0.56398,352.5397
0.67429,0.78306,0.56398,277.2761
0.67348,0.78649,0.57678,278.991
0.68549,0.80318,0.58017,331.3348
0.68933,0.80093,0.58748,424.1721
0.68933,0.80093,0.58748,392.7926
0.68942,0.79718,0.58353,449.6897
0.67706,0.79606,0.5782,437.887
0.68533,0.79273,0.57798,394.5183
0.68533,0.79273,0.57798,445.7348
0.68065,0.79457,0.57619,423.8973
0.67009,0.79737,0.57641,405.8518
0.67489,0.79459,0.56933,426.6091
0.67489,0.79459,0.56933,398.7629
0.67688,0.79916,0.5718,391.1671
0.66923,0.78758,0.57124,353.1499
0.67907,0.78728,0.57715,377.7524
0.67907,0.78728,0.57715,368.7118
0.68774,0.78592,0.57194,396.4184
0.68509,0.78974,0.57958,322.1283
0.68265,0.78904,0.57315,409.7612
0.68265,0.78904,0.57315,381.7383
0.67982,0.78711,0.56783,439.0822
0.68375,0.79238,0.57161,417.6749
0.67529,0.79323,0.57029,384.594
0.67529,0.79323,0.57029,466.5649
0.68285,0.79514,0.5704,378.9599
0.68554,0.79246,0.57029,375.2854
0.67618,0.79383,0.56656,366.8675
0.67618,0.79383,0.56656,339.5377
0.67907,0.79646,0.56555,364.9057
0.68603,0.79568,0.57576,326.7552
0.6851,0.79512,0.57285,357.8128
0.68565,0.78953,0.56601,499.0042
0.68565,0.78953,0.56601,466.0222
0.67207,0.78438,0.56788,484.6333
0.67769,0.78894,0.55889,376.7086
0.68108,0.79847,0.58628,394.8083
0.68108,0.79847,0.58628,422.6014
0.6776,0.79857,0.58259,451.2697
0.67627,0.80036,0.58071,452.1961
0.67658,0.80103,0.57993,416.7071
0.67658,0.80103,0.57993,420.3446
0.67955,0.8026,0.58225,396.4132
0.67219,0.79522,0.57674,417.5073
0.66628,0.79383,0.57081,375.8627
0.66628,0.79383,0.57081,437.8181
0.67667,0.79814,0.57058,407.3456
0.67133,0.79938,0.57586,386.4143
0.68099,0.80519,0.5836,399.6044
0.68099,0.80519,0.5836,395.2279
0.68319,0.80562,0.57926,474.3705
0.67996,0.80132,0.58349,402.6845
0.68053,0.79894,0.58989,420.4017
0.68053,0.79894,0.58989,383.0492
0.67686,0.79571,0.58601,386.8326
0.68539,0.80221,0.59114,376.0638
0.68953,0.80213,0.59392,374.1627
0.68745,0.80341,0.58842,368.4085
0.68745,0.80341,0.58842,367.1706
0.6822,0.80319,0.58602,417.6337
0.69149,0.79714,0.58499,392.6057
0.69383,0.80305,0.5909,355.2953
0.69383,0.80305,0.5909,409.2603
0.69218,0.80605,0.59802,341.5264
0.69529,0.80844,0.59251,417.8762
0.70011,0.80997,0.5974,364.7625
0.70011,0.80997,0.5974,403.6893
0.69787,0.79774,0.60103,379.798
0.69924,0.803,0.60348,424.8713
0.70714,0.80523,0.6047,389.8833
0.70714,0.80523,0.6047,363.6329
0.70228,0.81016,0.60321,413.5414
0.70304,0.81152,0.60474,395.4768
0.70833,0.81333,0.61236,363.8714
0.70833,0.81333,0.61236,369.0951
0.70657,0.8045,0.60957,376.613
0.7003,0.81072,0.60423,413.3228
0.70392,0.80868,0.60817,357.1382
0.70392,0.80868,0.60817,407.9325
0.70494,0.80854,0.60601,356.3966
0.70117,0.80784,0.60185,424.2492
0.70338,0.81681,0.60576,358.8069
0.70338,0.81681,0.60576,371.7543
0.69799,0.81362,0.59663,421.5141
0.68427,0.80688,0.59163,369.5603
0.68957,0.80489,0.59403,408.0313
0.68957,0.80489,0.59403,402.7228
0.69226,0.80293,0.58728,426.1285
0.68409,0.80387,0.583,420.509
0.68576,0.81164,0.57791,419.4126
0.68576,0.81164,0.57791,416.6086
0.6828,0.80753,0.58366,402.0803
0.68013,0.80392,0.59078,448.625
0.69638,0.81244,0.59471,393.9035
0.69638,0.81244,0.59471,411.8719
0.69826,0.81084,0.59844,328.5522
0.69004,0.80291,0.59464,464.6737
0.68973,0.8084,0.59678,389.7579
0.68849,0.80677,0.59866,496.8408
0.68849,0.80677,0.59866,466.3616
0.69617,0.81729,0.5668,482.455
0.67338,0.77381,0.5856,502.3554
0.62051,0.74334,0.54541,431.0655
0.68879,0.79854,0.54393,436.1641
0.69816,0.80023,0.58391,396.1566
0.67419,0.79469,0.56804,299.3474
0.67419,0.79469,0.56804,397.0215
0.67279,0.8,0.57754,412.7711
0.68436,0.80724,0.58204,348.9469
0.68883,0.80643,0.59054,442.8939
0.68883,0.80643,0.59054,449.8933
0.68221,0.80251,0.58526,533.2994
0.67323,0.79976,0.57449,471.866
0.67809,0.79615,0.57584,422.9236
0.67809,0.79615,0.57584,459.2723
0.67854,0.80241,0.57973,452.1349
0.67562,0.80319,0.58017,401.2755
0.68183,0.802,0.57669,480.6238
0.68183,0.802,0.57669,447.5425
0.68759,0.80378,0.58504,434.1407
0.68567,0.79428,0.58621,450.8532
0.68491,0.79876,0.58009,407.6665
0.68491,0.79876,0.58009,387.2506
0.69189,0.79718,0.58526,386.2471
0.69358,0.7979,0.59026,373.3132
0.69256,0.79856,0.58858,379.4953
0.69256,0.79856,0.58858,394.6861
0.68852,0.80122,0.58584,392.6585
0.68697,0.79531,0.58478,368.9841
0.67492,0.79614,0.57566,406.5599
0.67492,0.79614,0.57566,414.651
0.67873,0.79678,0.57853,385.5089
0.67317,0.79319,0.57687,354.6786
0.6781,0.79743,0.57693,379.9646
0.6781,0.79743,0.57693,384.259
0.68031,0.79477,0.57793,360.7733
0.68332,0.8007,0.58679,389.1725
0.69189,0.80768,0.59004,356.4555
0.68794,0.79988,0.57777,545.6827
0.68794,0.79988,0.57777,457.916
0.6617,0.7843,0.56864,361.4828
0.68019,0.78295,0.55172,384.6634
0.6836,0.804,0.58767,480.9403
0.6836,0.804,0.58767,446.3422
0.67733,0.79573,0.57939,488.3906
0.67489,0.80476,0.57551,609.2435
0.67725,0.80314,0.57665,586.9924
0.67725,0.80314,0.57665,653.8978
0.67384,0.79751,0.5799,579.163
0.67269,0.79625,0.57559,524.3857
0.6658,0.79565,0.56906,608.541
0.6658,0.79565,0.56906,605.5675
0.66948,0.79112,0.56588,528.7089
0.67162,0.80068,0.5762,755.7051
0.68039,0.80158,0.57993,821.993
0.68039,0.80158,0.57993,606.2098
0.67665,0.79597,0.57768,821.1294
0.67358,0.80248,0.5826,678.9822
0.68594,0.80697,0.58796,587.0151
0.69175,0.80333,0.58817,720.5018
0.6861,0.80606,0.59027,638.5644
0.69059,0.81041,0.59232,773.0469
0.69321,0.80078,0.58853,824.3393
0.69321,0.80078,0.58853,792.4265
0.68703,0.80869,0.58613,709.8748
0.6943,0.80675,0.5909,790.6476
0.69492,0.80855,0.59969,705.5052
0.69308,0.81188,0.59391,626.084
0.69851,0.80941,0.59834,632.0502
0.69851,0.80941,0.59834,608.7862
0.70364,0.81235,0.60185,595.1563
0.70129,0.81733,0.60083,605.2435
0.70931,0.81136,0.6045,623.6003
0.70931,0.81136,0.6045,823.417
0.70538,0.81078,0.60238,910.5596
0.70966,0.81633,0.60484,864.1628
0.70793,0.8193,0.60775,817.1399
0.70793,0.8193,0.60775,620.8927
0.706,0.82329,0.60826,737.1546
0.70504,0.81716,0.60135,580.3444
0.70678,0.80712,0.60535,717.0439
0.70678,0.80712,0.60535,570.5114
0.70812,0.80966,0.60711,668.2498
0.70484,0.81972,0.60236,699.945
0.70407,0.81684,0.60073,654.821
0.70407,0.81684,0.60073,709.7447
0.69675,0.81373,0.59267,746.9797
0.68837,0.81368,0.59196,635.8271
0.69704,0.812,0.59916,697.0898
0.69704,0.812,0.59916,555.6913
0.69983,0.81484,0.59146,616.3108
0.69016,0.81121,0.5876,494.3555
0.69389,0.80833,0.58518,609.2461
0.68741,0.80848,0.58648,607.0763
0.6828,0.80932,0.58775,554.349
0.69085,0.81058,0.5939,787.7058
0.69848,0.81549,0.59813,798.378
0.68561,0.80684,0.59287,859.2706
0.68029,0.80273,0.59319,636.1429
0.68029,0.80273,0.59319,769.178
0.68358,0.80323,0.55877,871.7058
0.66814,0.76613,0.57465,562.8096
0.6747,0.79053,0.5304,287.5424
0.68276,0.80341,0.57645,427.9848
0.66869,0.79644,0.56636,496.2918
0.66869,0.79644,0.56636,542.4442
0.67438,0.79713,0.57721,589.0776
0.68795,0.80731,0.59118,785.1068
0.68795,0.80731,0.59118,800.2235
0.67971,0.80603,0.58679,828.0651
0.68207,0.80684,0.5755,662.2304
0.68273,0.79825,0.57573,672.6625
0.68155,0.80525,0.57995,644.7399
0.67771,0.8038,0.57928,587.16
0.68395,0.8021,0.57992,498.1552
0.68395,0.8021,0.57992,527.6789
0.69044,0.79316,0.58687,500.7876
0.68622,0.7986,0.58462,583.6339
0.68407,0.80294,0.58194,606.3829
0.68407,0.80294,0.58194,495.8681
0.69825,0.80183,0.58809,725.8027
0.70987,0.80823,0.59423,580.7766
0.69981,0.79001,0.59253,582.0198
0.69981,0.79001,0.59253,555.3403
0.69081,0.7977,0.58983,573.506
0.69341,0.80076,0.58702,472.8567
0.68801,0.80131,0.58021,708.6187
0.68801,0.80131,0.58021,701.417
0.68514,0.80041,0.58127,741.2152
0.68311,0.80177,0.58279,518.9179
0.68661,0.80552,0.58402,737.6235
0.68661,0.80552,0.58402,746.8809
0.69886,0.80305,0.59015,711.4709
0.68791,0.8007,0.5783,731.4244
0.68791,0.8007,0.5783,740.8612
0.67212,0.79345,0.57462,720.946
0.67971,0.80048,0.57743,886.4613
0.6693,0.79381,0.57215,581.5795
0.66629,0.79557,0.57027,646.9918
0.67382,0.79779,0.57131,626.8192
0.67382,0.79779,0.57131,633.4614
0.66981,0.8021,0.56478,612.6461
0.66609,0.79315,0.57015,753.059
0.66398,0.79627,0.56876,802.9923
0.67348,0.803,0.57341,627.5466
0.6661,0.79551,0.57143,681.1531
0.67967,0.80539,0.58019,757.1809
0.67967,0.80539,0.58019,652.7845
0.69162,0.80614,0.58161,773.654
0.69069,0.80765,0.58289,697.756
0.68986,0.80969,0.58782,608.5436
0.70014,0.80401,0.59208,605.4621
0.70014,0.80401,0.59208,641.9588
0.69128,0.80753,0.58865,605.1764
0.69493,0.80581,0.58824,595.9946
0.70215,0.80944,0.58908,561.6112
0.70215,0.80944,0.58908,646.9817
0.69929,0.81172,0.60041,574.7132
0.69579,0.8159,0.59308,659.904
0.70139,0.81662,0.6024,603.1031
0.70139,0.81662,0.6024,637.222
0.69806,0.81899,0.60178,646.2915
0.70247,0.81856,0.5999,827.1664
0.70965,0.8176,0.60423,644.8987
0.70965,0.8176,0.60423,612.6111
0.7098,0.81738,0.60299,629.1874
0.70697,0.81706,0.60238,542.7333
0.70732,0.81686,0.60484,669.4998
0.70732,0.81686,0.60484,619.7023
0.70746,0.81169,0.60797,908.6909
0.69309,0.80901,0.59155,951.1624
0.69309,0.80901,0.59155,993.6958
0.69843,0.81684,0.5912,668.7617
0.69175,0.81851,0.59435,591.0703
0.69283,0.80558,0.59038,663.7057
0.69283,0.80558,0.59038,694.2002
0.69008,0.81503,0.58827,789.4117
0.69082,0.81586,0.59094,652.309
0.68706,0.80513,0.58475,616.854
0.68045,0.8039,0.5865,496.7594
0.68045,0.8039,0.5865,509.2822
0.6876,0.8007,0.56337,514.4219
0.66206,0.77747,0.57383,629.1017
0.58234,0.73319,0.52246,234.7468
0.58234,0.73319,0.52246,744.6174
0.69452,0.78776,0.53003,761.8033
0.6687,0.78935,0.56492,534.7082
0.6687,0.78935,0.56492,556.8241
0.66844,0.79705,0.56394,537.3033
0.68037,0.80241,0.573,526.8337
0.6921,0.80376,0.58173,556.2293
0.6921,0.80376,0.58173,482.7404
0.6907,0.80292,0.57819,543.0638
0.70235,0.80696,0.5895,500.6755
0.6949,0.806,0.58473,581.3253
0.6949,0.806,0.58473,593.0433
0.68999,0.80847,0.57823,577.5767
0.68325,0.80244,0.57802,608.0364
0.67882,0.80437,0.57042,500.1495
0.67882,0.80437,0.57042,566.5406
0.68118,0.79976,0.56986,564.8056
0.67397,0.7929,0.56121,717.9352
0.67248,0.79407,0.56632,772.7555
0.67248,0.79407,0.56632,545.0361
0.68889,0.8,0.57765,549.919
0.69159,0.80594,0.57991,410.7949
0.68868,0.79336,0.57194,608.5479
0.68868,0.79336,0.57194,643.2776
0.67996,0.7905,0.56674,590.4899
0.68011,0.79958,0.56524,480.9495
0.67859,0.79391,0.56569,691.0982
0.67859,0.79391,0.56569,619.6058
0.68002,0.79426,0.57499,585.854
0.68743,0.80479,0.57793,668.4063
0.69802,0.80571,0.58703,618.0837
0.69802,0.80571,0.58703,588.6677
0.70112,0.80763,0.59158,799.3819
0.69403,0.80372,0.58147,629.4751
0.67949,0.79126,0.56506,551.5863
0.67949,0.79126,0.56506,455.6867
0.68398,0.8034,0.57305,408.6572
0.6644,0.78893,0.57021,485.0798
0.6644,0.78893,0.57021,414.6432
0.65797,0.78015,0.56813,401.2186
0.66581,0.79015,0.57143,398.5408
0.66343,0.79171,0.57027,381.4048
0.66343,0.79171,0.57027,399.0898
0.66187,0.79003,0.5609,441.3722
0.65986,0.79744,0.56018,416.893
0.66129,0.7913,0.56782,406.0667
0.66129,0.7913,0.56782,384.2247
0.66418,0.7987,0.57015,419.6211
0.66609,0.7956,0.56787,347.8617
0.66988,0.79403,0.57307,436.6798
0.66988,0.79403,0.57307,361.8965
0.66552,0.79745,0.56378,360.9937
0.66629,0.78928,0.56706,356.5024
0.66582,0.79088,0.57246,375.952
0.66582,0.79088,0.57246,408.0009
0.66968,0.79757,0.57371,435.6978
0.67656,0.79208,0.58133,411.3533
0.67711,0.79734,0.582,389.8607
0.68218,0.79909,0.58207,462.4609
0.68218,0.79909,0.58207,427.3101
0.67478,0.79889,0.57767,428.5191
0.67736,0.79837,0.57744,349.751
0.69222,0.80047,0.58717,421.694
0.69222,0.80047,0.58717,370.7081
0.68004,0.79586,0.59276,407.7759
0.67306,0.80204,0.58031,390.9685
0.68654,0.80602,0.59164,424.0329
0.68654,0.80602,0.59164,428.0604
0.68259,0.80366,0.59032,413.9549
0.68439,0.80018,0.58686,505.8292
0.68274,0.80409,0.593,409.453
0.68274,0.80409,0.593,445.7006
0.69129,0.81431,0.59917,339.3406
0.69218,0.80809,0.59854,395.5601
0.68269,0.80248,0.59006,423.8555
0.68269,0.80248,0.59006,339.4147
0.6858,0.80456,0.59386,440.3646
0.68188,0.79812,0.58567,367.092
0.68172,0.80335,0.59124,398.2365
0.68172,0.80335,0.59124,390.2167
0.68049,0.80041,0.59121,414.4803
0.66761,0.79542,0.58022,418.8771
0.66926,0.7946,0.57817,434.2175
0.66926,0.7946,0.57817,477.1222
0.67657,0.79779,0.58295,426.3172
0.66266,0.79451,0.58172,415.5936
0.6625,0.78954,0.57584,340.9345
0.6625,0.78954,0.57584,443.6054
0.67863,0.79252,0.57878,366.8401
0.67369,0.79843,0.58258,370.6193
0.67332,0.80583,0.58046,379.9422
0.67332,0.80583,0.58046,415.8697
0.67958,0.80371,0.58465,431.2353
0.67928,0.80352,0.58656,412.8679
0.67223,0.79684,0.58434,433.9591
0.67223,0.79684,0.58434,409.1517
0.67364,0.78522,0.58024,449.1455
0.67887,0.79464,0.58258,402.4512
0.68282,0.80374,0.5842,409.3364
0.66799,0.79591,0.57883,343.7367
0.66799,0.79591,0.57883,406.1922
0.67599,0.79531,0.55618,365.7404
0.6402,0.78016,0.5699,288.6194
0.60041,0.73942,0.52316,203.8895
0.60041,0.73942,0.52316,452.9879
0.67851,0.7883,0.52234,431.0068
0.66413,0.79012,0.57106,400.7845
0.65962,0.77513,0.5623,361.005
0.65962,0.77513,0.5623,377.3841
0.65008,0.78151,0.55638,346.3864
0.66319,0.78374,0.5688,330.0457
